cusID,partner,competitor,useDate
00697,D,D02,201511
00701,D,D02,201504
00704,D,D02,201507
00734,D,D02,201506
00736,D,D02,201510
00742,D,D02,201511
00772,D,D02,201504
00772,D,D02,201505
00772,D,D02,201509
00796,D,D02,201502
00796,D,D02,201509
00803,D,D02,201511
00826,D,D02,201504
00827,D,D02,201502
00827,D,D02,201507
00827,D,D02,201508
00880,D,D02,201502
00880,D,D02,201506
00880,D,D02,201509
00880,D,D02,201512
00889,D,D02,201501
00896,D,D01,201501
00896,D,D01,201504
00896,D,D02,201501
00896,D,D02,201502
00911,D,D01,201511
00923,D,D02,201512
00927,D,D02,201501
00927,D,D02,201503
00927,D,D02,201505
00927,D,D02,201509
00952,D,D02,201512
00953,D,D02,201507
00953,D,D02,201511
00983,D,D02,201508
00995,D,D02,201509
01011,D,D02,201507
01030,D,D02,201509
01036,D,D02,201503
01037,D,D02,201512
01061,D,D01,201508
01090,D,D02,201504
01103,D,D02,201501
01103,D,D02,201504
01103,D,D02,201507
01103,D,D02,201510
01103,D,D02,201511
01103,D,D02,201512
01121,D,D01,201501
01122,D,D02,201509
01131,D,D02,201504
01135,D,D02,201504
01135,D,D02,201506
01135,D,D02,201510
01167,D,D02,201512
01178,D,D02,201504
01178,D,D02,201505
01178,D,D02,201506
01188,D,D02,201507
01193,D,D02,201509
01201,D,D01,201503
01221,D,D02,201509
01227,D,D02,201501
01227,D,D02,201505
01227,D,D02,201506
01227,D,D02,201509
01270,D,D01,201501
01271,D,D01,201503
01271,D,D01,201506
01282,D,D02,201504
01282,D,D02,201509
01283,D,D02,201502
01283,D,D02,201504
01327,D,D01,201511
01344,D,D01,201512
01344,D,D02,201502
01344,D,D02,201511
01353,D,D02,201501
01353,D,D02,201506
01381,D,D02,201505
01381,D,D02,201509
01394,D,D01,201501
01394,D,D01,201503
01394,D,D01,201508
01394,D,D01,201512
01394,D,D02,201501
01394,D,D02,201507
01394,D,D02,201510
01394,D,D02,201512
01412,D,D02,201505
01423,D,D02,201501
01440,D,D02,201511
01441,D,D02,201512
01448,D,D02,201510
01476,D,D02,201501
01476,D,D02,201509
01479,D,D01,201512
01489,D,D02,201501
01489,D,D02,201502
01489,D,D02,201505
01489,D,D02,201508
01509,D,D02,201506
01509,D,D02,201510
01552,D,D02,201508
01573,D,D02,201502
01588,D,D02,201507
01635,D,D02,201512
01636,D,D01,201503
01636,D,D02,201502
01636,D,D02,201503
01636,D,D02,201504
01636,D,D02,201505
01636,D,D02,201507
01636,D,D02,201510
01652,D,D01,201503
01652,D,D01,201504
01654,D,D02,201501
01654,D,D02,201505
01654,D,D02,201506
01654,D,D02,201507
01654,D,D02,201511
01659,D,D01,201507
01663,D,D02,201503
01663,D,D02,201505
01663,D,D02,201507
01663,D,D02,201510
01682,D,D02,201509
01708,D,D01,201511
01730,D,D02,201502
01730,D,D02,201503
01730,D,D02,201507
01759,D,D02,201507
01769,D,D01,201502
01769,D,D02,201501
01769,D,D02,201504
01769,D,D02,201509
01769,D,D02,201510
01794,D,D02,201501
01794,D,D02,201508
01801,D,D02,201509
01810,D,D02,201505
01827,D,D01,201505
01827,D,D02,201503
01827,D,D02,201506
01827,D,D02,201510
01829,D,D02,201507
01834,D,D02,201501
01834,D,D02,201503
01834,D,D02,201504
01834,D,D02,201506
01834,D,D02,201507
01834,D,D02,201511
01834,D,D02,201512
01838,D,D02,201505
01838,D,D02,201506
01838,D,D02,201510
01851,D,D02,201512
01862,D,D02,201509
01862,D,D02,201510
01866,D,D01,201503
01866,D,D02,201503
01866,D,D02,201510
01868,D,D02,201503
01868,D,D02,201510
01871,D,D01,201507
01871,D,D02,201507
01871,D,D02,201508
01871,D,D02,201509
01871,D,D02,201510
01871,D,D02,201511
01872,D,D02,201505
01901,D,D01,201502
01901,D,D02,201503
01901,D,D02,201504
01914,D,D01,201504
01914,D,D01,201507
01914,D,D01,201509
01914,D,D02,201504
01914,D,D02,201505
01914,D,D02,201506
01914,D,D02,201509
01922,D,D02,201509
01925,D,D02,201511
01934,D,D02,201503
01934,D,D02,201505
01934,D,D02,201506
01934,D,D02,201507
01934,D,D02,201508
01953,D,D02,201506
01953,D,D02,201508
01963,D,D02,201504
01963,D,D02,201506
01976,D,D02,201506
01993,D,D02,201512
01999,D,D01,201503
01999,D,D01,201507
01999,D,D02,201503
02007,D,D01,201506
02007,D,D02,201501
02007,D,D02,201504
02008,D,D02,201509
02024,D,D02,201502
02024,D,D02,201504
02024,D,D02,201505
02024,D,D02,201506
02024,D,D02,201507
02024,D,D02,201508
02024,D,D02,201509
02024,D,D02,201510
02024,D,D02,201511
02045,D,D02,201511
02059,D,D02,201512
02067,D,D02,201501
02105,D,D02,201509
02106,D,D02,201507
02121,D,D02,201501
02121,D,D02,201507
02124,D,D02,201510
02137,D,D02,201501
02137,D,D02,201505
02137,D,D02,201508
02137,D,D02,201509
02137,D,D02,201511
02137,D,D02,201512
02155,D,D02,201504
02161,D,D02,201502
02161,D,D02,201505
02161,D,D02,201511
02163,D,D02,201505
02168,D,D02,201512
02170,D,D02,201505
02170,D,D02,201506
02170,D,D02,201508
02170,D,D02,201510
02172,D,D02,201504
02174,D,D02,201503
02179,D,D02,201512
02228,D,D02,201501
02228,D,D02,201506
02231,D,D02,201504
02231,D,D02,201505
02231,D,D02,201506
02231,D,D02,201511
02242,D,D02,201503
02253,D,D02,201509
02269,D,D02,201504
02269,D,D02,201509
02275,D,D02,201502
02275,D,D02,201505
02275,D,D02,201510
02291,D,D02,201508
02304,D,D02,201505
02305,D,D01,201503
02305,D,D02,201501
02305,D,D02,201502
02329,D,D02,201503
02329,D,D02,201505
02329,D,D02,201506
02329,D,D02,201510
02335,D,D02,201502
02335,D,D02,201503
02335,D,D02,201504
02335,D,D02,201505
02335,D,D02,201509
02335,D,D02,201510
02338,D,D02,201510
02338,D,D02,201512
02343,D,D02,201512
02378,D,D02,201505
02378,D,D02,201506
02378,D,D02,201510
02384,D,D02,201501
02398,D,D02,201512
02422,D,D02,201501
02422,D,D02,201506
02422,D,D02,201510
02422,D,D02,201512
02427,D,D02,201501
02427,D,D02,201502
02427,D,D02,201510
02427,D,D02,201511
02427,D,D02,201512
02433,D,D02,201511
02434,D,D02,201512
02453,D,D02,201503
02453,D,D02,201506
02459,D,D02,201510
02465,D,D02,201511
02477,D,D02,201503
02477,D,D02,201505
02477,D,D02,201508
02477,D,D02,201509
02477,D,D02,201512
02485,D,D02,201503
02485,D,D02,201507
02485,D,D02,201511
02507,D,D02,201503
02507,D,D02,201504
02534,D,D02,201508
02534,D,D02,201512
02551,D,D02,201507
02551,D,D02,201512
02553,D,D02,201508
02557,D,D02,201507
02586,D,D02,201501
02586,D,D02,201504
02592,D,D01,201501
02592,D,D01,201502
02592,D,D01,201508
02592,D,D02,201508
02615,D,D02,201502
02615,D,D02,201503
02615,D,D02,201504
02615,D,D02,201505
02615,D,D02,201506
02615,D,D02,201507
02615,D,D02,201512
02634,D,D01,201508
02642,D,D02,201503
02642,D,D02,201504
02642,D,D02,201510
02645,D,D02,201501
02648,D,D02,201504
02669,D,D02,201505
02671,D,D02,201503
02671,D,D02,201508
02697,D,D02,201509
02707,D,D02,201502
02710,D,D02,201509
02713,D,D02,201505
02713,D,D02,201506
02713,D,D02,201507
02713,D,D02,201508
02713,D,D02,201510
02736,D,D02,201501
02736,D,D02,201505
02768,D,D01,201501
02768,D,D02,201505
02768,D,D02,201510
02779,D,D02,201502
02779,D,D02,201511
02779,D,D02,201512
02797,D,D02,201502
02797,D,D02,201503
02797,D,D02,201504
02797,D,D02,201505
02818,D,D02,201512
02832,D,D02,201501
02832,D,D02,201507
02836,D,D02,201507
02836,D,D02,201509
02846,D,D02,201503
02860,D,D02,201508
02867,D,D01,201501
02867,D,D01,201505
02867,D,D02,201505
02873,D,D02,201512
02875,D,D02,201505
02916,D,D02,201512
02920,D,D02,201508
02929,D,D02,201502
02937,D,D02,201504
02938,D,D01,201509
02951,D,D02,201501
02956,D,D02,201502
02956,D,D02,201503
02991,D,D02,201503
02996,D,D02,201507
02999,D,D02,201501
02999,D,D02,201506
03008,D,D02,201503
03010,D,D02,201508
03038,D,D02,201502
03056,D,D02,201510
03077,D,D02,201501
03077,D,D02,201503
03077,D,D02,201504
03077,D,D02,201506
03082,D,D02,201507
03095,D,D02,201501
03095,D,D02,201503
03104,D,D02,201501
03104,D,D02,201508
03104,D,D02,201510
03111,D,D02,201502
03117,D,D01,201501
03117,D,D02,201508
03117,D,D02,201510
03117,D,D02,201511
03120,D,D02,201502
03124,D,D02,201505
03124,D,D02,201509
03124,D,D02,201511
03124,D,D02,201512
03140,D,D02,201504
03140,D,D02,201505
03140,D,D02,201506
03140,D,D02,201507
03150,D,D02,201512
03173,D,D02,201506
03174,D,D02,201511
03186,D,D02,201501
03197,D,D02,201510
03198,D,D02,201512
03204,D,D01,201507
03205,D,D02,201509
03229,D,D02,201511
03241,D,D02,201504
03255,D,D02,201511
03260,D,D02,201506
03260,D,D02,201507
03272,D,D02,201505
03310,D,D01,201504
03318,D,D02,201506
03318,D,D02,201508
03343,D,D02,201512
03352,D,D02,201508
03355,D,D02,201507
03381,D,D02,201501
03381,D,D02,201503
03398,D,D02,201501
03407,D,D01,201511
03407,D,D02,201501
03407,D,D02,201509
03407,D,D02,201511
03407,D,D02,201512
03409,D,D02,201508
03428,D,D02,201501
03442,D,D02,201501
03442,D,D02,201504
03442,D,D02,201505
03442,D,D02,201507
03442,D,D02,201509
03442,D,D02,201510
03442,D,D02,201511
03442,D,D02,201512
03457,D,D01,201510
03457,D,D02,201508
03500,D,D02,201503
03502,D,D02,201501
03502,D,D02,201507
03502,D,D02,201512
03505,D,D02,201501
03505,D,D02,201502
03519,D,D01,201505
03519,D,D01,201512
03531,D,D02,201504
03531,D,D02,201508
03534,D,D01,201503
03534,D,D02,201509
03539,D,D01,201506
03539,D,D02,201501
03580,D,D02,201512
03648,D,D02,201504
03656,D,D01,201503
03666,D,D02,201508
03666,D,D02,201511
03673,D,D02,201507
03678,D,D02,201503
03678,D,D02,201507
03678,D,D02,201510
03678,D,D02,201511
03685,D,D01,201509
03687,D,D02,201512
03729,D,D02,201501
03729,D,D02,201506
03729,D,D02,201507
03729,D,D02,201510
03744,D,D02,201502
03744,D,D02,201503
03747,D,D02,201507
03749,D,D02,201503
03775,D,D02,201511
03777,D,D02,201507
03789,D,D02,201501
03789,D,D02,201508
03789,D,D02,201510
03805,D,D02,201504
03805,D,D02,201507
03805,D,D02,201508
03805,D,D02,201512
03817,D,D02,201504
03817,D,D02,201512
03826,D,D01,201505
03837,D,D01,201511
03837,D,D01,201512
03840,D,D02,201504
03840,D,D02,201507
03849,D,D02,201505
03862,D,D02,201503
03862,D,D02,201505
03862,D,D02,201508
03869,D,D02,201502
03869,D,D02,201511
03874,D,D01,201509
03898,D,D02,201505
03898,D,D02,201509
03898,D,D02,201511
03904,D,D02,201512
03913,D,D02,201510
03913,D,D02,201512
03918,D,D02,201506
03918,D,D02,201507
03918,D,D02,201508
03924,D,D02,201503
03924,D,D02,201504
03933,D,D02,201511
03935,D,D02,201503
03935,D,D02,201505
03935,D,D02,201507
03938,D,D02,201501
03939,D,D01,201503
03939,D,D02,201503
03939,D,D02,201505
03939,D,D02,201506
03939,D,D02,201508
03939,D,D02,201510
03939,D,D02,201512
03947,D,D02,201509
03947,D,D02,201512
03950,D,D02,201504
03950,D,D02,201507
03950,D,D02,201510
03950,D,D02,201511
03950,D,D02,201512
03975,D,D01,201501
03975,D,D02,201501
03980,D,D02,201508
03980,D,D02,201510
03990,D,D02,201505
03990,D,D02,201510
04001,D,D02,201504
04001,D,D02,201509
04001,D,D02,201510
04001,D,D02,201511
04001,D,D02,201512
04002,D,D02,201508
04015,D,D02,201510
04020,D,D02,201504
04020,D,D02,201506
04020,D,D02,201507
04021,D,D01,201510
04021,D,D02,201509
04021,D,D02,201510
04031,D,D01,201511
04031,D,D01,201512
04031,D,D02,201509
04031,D,D02,201510
04032,D,D02,201508
04035,D,D02,201512
04061,D,D02,201502
04064,D,D02,201504
04064,D,D02,201506
04070,D,D02,201504
04070,D,D02,201506
04070,D,D02,201507
04070,D,D02,201508
04070,D,D02,201511
04082,D,D02,201501
04082,D,D02,201508
04082,D,D02,201509
04082,D,D02,201512
04088,D,D02,201505
04088,D,D02,201507
04088,D,D02,201509
04089,D,D02,201502
04093,D,D02,201503
04093,D,D02,201505
04093,D,D02,201507
04093,D,D02,201511
04112,D,D02,201505
04112,D,D02,201507
04112,D,D02,201511
04112,D,D02,201512
04115,D,D02,201511
04121,D,D02,201510
04126,D,D02,201504
04131,D,D02,201503
04138,D,D02,201501
04138,D,D02,201503
04138,D,D02,201506
04138,D,D02,201508
04138,D,D02,201510
04138,D,D02,201512
04143,D,D01,201503
04143,D,D01,201509
04143,D,D02,201501
04143,D,D02,201506
04153,D,D01,201505
04153,D,D01,201512
04153,D,D02,201505
04153,D,D02,201509
04162,D,D02,201502
04162,D,D02,201505
04172,D,D02,201510
04178,D,D01,201508
04182,D,D01,201501
04185,D,D02,201501
04219,D,D01,201510
04257,D,D02,201501
04257,D,D02,201504
04297,D,D02,201506
04297,D,D02,201508
04297,D,D02,201511
04309,D,D01,201510
04309,D,D01,201511
04309,D,D02,201510
04328,D,D02,201502
04330,D,D02,201504
04340,D,D02,201507
04347,D,D02,201501
04347,D,D02,201502
04347,D,D02,201503
04347,D,D02,201506
04347,D,D02,201510
04367,D,D02,201511
04380,D,D02,201509
04381,D,D02,201504
04403,D,D02,201510
04421,D,D01,201510
04421,D,D02,201503
04421,D,D02,201509
04421,D,D02,201512
04429,D,D02,201507
04434,D,D01,201503
04434,D,D01,201505
04444,D,D02,201503
04457,D,D02,201507
04457,D,D02,201512
04462,D,D02,201505
04472,D,D02,201503
04476,D,D02,201506
04487,D,D01,201508
04487,D,D02,201512
04491,D,D02,201506
04501,D,D02,201504
04513,D,D02,201506
04527,D,D02,201504
04527,D,D02,201506
04551,D,D02,201512
04560,D,D02,201501
04561,D,D02,201504
04561,D,D02,201511
04573,D,D02,201503
04576,D,D02,201511
04579,D,D01,201502
04579,D,D01,201508
04579,D,D01,201509
04582,D,D02,201505
04582,D,D02,201506
04582,D,D02,201509
04584,D,D02,201502
04587,D,D02,201508
04593,D,D01,201501
04605,D,D02,201511
04606,D,D02,201505
04606,D,D02,201506
04608,D,D02,201501
04618,D,D02,201510
04624,D,D01,201511
04624,D,D01,201512
04646,D,D02,201503
04660,D,D02,201510
04667,D,D02,201508
04681,D,D02,201505
04681,D,D02,201509
04684,D,D01,201503
04703,D,D01,201510
04714,D,D02,201504
04714,D,D02,201505
04714,D,D02,201506
04714,D,D02,201512
04735,D,D02,201510
04737,D,D02,201512
04769,D,D01,201501
04777,D,D02,201506
04792,D,D02,201512
04793,D,D02,201511
04798,D,D02,201501
04798,D,D02,201505
04798,D,D02,201511
04798,D,D02,201512
04799,D,D02,201502
04802,D,D02,201503
04802,D,D02,201510
04814,D,D02,201501
04816,D,D02,201512
04823,D,D02,201504
04823,D,D02,201505
04823,D,D02,201507
04823,D,D02,201510
04824,D,D02,201503
04824,D,D02,201505
04839,D,D02,201512
04855,D,D02,201510
04855,D,D02,201512
04860,D,D02,201505
04860,D,D02,201506
04867,D,D02,201508
04875,D,D02,201505
04901,D,D02,201510
04901,D,D02,201512
04912,D,D02,201507
04912,D,D02,201509
04912,D,D02,201510
04949,D,D01,201512
04961,D,D01,201512
04977,D,D01,201502
04977,D,D01,201505
04977,D,D01,201506
04977,D,D01,201512
04977,D,D02,201505
04977,D,D02,201512
04979,D,D02,201501
04979,D,D02,201502
04979,D,D02,201503
04985,D,D02,201504
04997,D,D01,201502
04997,D,D01,201505
05005,D,D02,201502
05005,D,D02,201503
05005,D,D02,201507
05015,D,D02,201507
05015,D,D02,201511
05065,D,D02,201504
05065,D,D02,201505
05065,D,D02,201510
05073,D,D02,201504
05074,D,D02,201503
05074,D,D02,201506
05074,D,D02,201507
05074,D,D02,201508
05074,D,D02,201509
05074,D,D02,201510
05076,D,D02,201503
05096,D,D02,201507
05103,D,D01,201503
05108,D,D02,201507
05136,D,D02,201509
05144,D,D02,201506
05146,D,D02,201507
05146,D,D02,201508
05146,D,D02,201509
05146,D,D02,201511
05150,D,D02,201508
05150,D,D02,201512
05167,D,D02,201501
05241,D,D02,201508
05241,D,D02,201509
05246,D,D02,201512
05247,D,D02,201507
05253,D,D02,201502
05253,D,D02,201504
05266,D,D02,201510
05266,D,D02,201511
05273,D,D02,201506
05281,D,D02,201506
05283,D,D02,201508
05285,D,D01,201505
05291,D,D02,201506
05291,D,D02,201512
05292,D,D01,201509
05292,D,D01,201512
05292,D,D02,201506
05292,D,D02,201509
05292,D,D02,201512
05324,D,D02,201507
05328,D,D02,201505
05328,D,D02,201506
05349,D,D02,201506
05364,D,D02,201507
05373,D,D02,201504
05377,D,D02,201511
05391,D,D02,201503
05397,D,D02,201511
05419,D,D02,201506
05422,D,D01,201502
05422,D,D02,201502
05432,D,D02,201505
05450,D,D02,201509
05461,D,D02,201503
05487,D,D02,201503
05508,D,D01,201506
05508,D,D01,201508
05508,D,D01,201512
05508,D,D02,201506
05514,D,D02,201512
05540,D,D02,201501
05560,D,D02,201503
05589,D,D02,201511
05596,D,D02,201504
05596,D,D02,201506
05596,D,D02,201509
05596,D,D02,201510
05600,D,D01,201506
05651,D,D02,201502
05651,D,D02,201503
05651,D,D02,201504
05651,D,D02,201509
05654,D,D02,201509
05656,D,D01,201507
05659,D,D01,201510
05661,D,D01,201509
05661,D,D02,201504
05661,D,D02,201505
05661,D,D02,201506
05661,D,D02,201508
05661,D,D02,201509
05661,D,D02,201510
05661,D,D02,201511
05661,D,D02,201512
05662,D,D01,201510
05668,D,D02,201507
05710,D,D01,201506
05710,D,D01,201507
05724,D,D02,201506
05749,D,D02,201506
05781,D,D02,201507
05783,D,D02,201505
05783,D,D02,201506
05783,D,D02,201507
05783,D,D02,201510
05784,D,D02,201509
05796,D,D02,201505
05797,D,D02,201508
05807,D,D02,201512
05829,D,D02,201507
05833,D,D02,201511
05833,D,D02,201512
05837,D,D02,201501
05837,D,D02,201507
05837,D,D02,201508
05837,D,D02,201509
05858,D,D02,201501
05858,D,D02,201505
05858,D,D02,201507
05859,D,D02,201512
05891,D,D02,201502
05897,D,D02,201508
05903,D,D02,201507
05915,D,D02,201505
05915,D,D02,201509
05918,D,D02,201508
05918,D,D02,201511
05918,D,D02,201512
05930,D,D02,201508
05937,D,D02,201504
05938,D,D02,201509
05954,D,D01,201504
05954,D,D02,201503
05954,D,D02,201506
05954,D,D02,201508
05954,D,D02,201512
05957,D,D02,201501
05968,D,D02,201510
05976,D,D02,201504
05976,D,D02,201505
06003,D,D02,201504
06007,D,D02,201504
06007,D,D02,201505
06007,D,D02,201506
06007,D,D02,201507
06019,D,D01,201509
06024,D,D02,201502
06035,D,D01,201506
06035,D,D02,201502
06035,D,D02,201506
06035,D,D02,201509
06076,D,D02,201505
06080,D,D01,201501
06080,D,D01,201503
06080,D,D01,201504
06080,D,D01,201512
06091,D,D02,201502
06091,D,D02,201503
06091,D,D02,201505
06091,D,D02,201506
06122,D,D02,201511
06126,D,D02,201512
06129,D,D02,201501
06129,D,D02,201505
06129,D,D02,201507
06129,D,D02,201512
06131,D,D01,201503
06148,D,D01,201507
06163,D,D01,201504
06168,D,D01,201504
06168,D,D02,201505
06168,D,D02,201506
06168,D,D02,201508
06179,D,D01,201511
06188,D,D02,201512
06204,D,D02,201501
06226,D,D02,201502
06232,D,D02,201501
06232,D,D02,201506
06232,D,D02,201510
06232,D,D02,201512
06245,D,D02,201511
06247,D,D02,201502
06247,D,D02,201507
06247,D,D02,201510
06247,D,D02,201511
06250,D,D01,201503
06260,D,D02,201502
06260,D,D02,201504
06260,D,D02,201505
06260,D,D02,201507
06270,D,D02,201503
06270,D,D02,201506
06270,D,D02,201510
06270,D,D02,201511
06279,D,D02,201512
06290,D,D02,201506
06290,D,D02,201509
06300,D,D02,201512
06315,D,D02,201512
06347,D,D02,201503
06358,D,D01,201501
06358,D,D01,201502
06358,D,D01,201504
06358,D,D01,201506
06358,D,D02,201503
06358,D,D02,201505
06361,D,D02,201502
06361,D,D02,201504
06361,D,D02,201506
06361,D,D02,201507
06361,D,D02,201508
06361,D,D02,201509
06361,D,D02,201510
06361,D,D02,201511
06395,D,D01,201503
06407,D,D02,201511
06424,D,D01,201510
06457,D,D02,201503
06463,D,D02,201504
06463,D,D02,201512
06481,D,D01,201506
06481,D,D02,201505
06481,D,D02,201507
06481,D,D02,201509
06482,D,D02,201511
06490,D,D02,201503
06501,D,D02,201511
06513,D,D02,201503
06513,D,D02,201512
06519,D,D02,201512
06524,D,D02,201504
06524,D,D02,201508
06528,D,D02,201504
06534,D,D02,201504
06534,D,D02,201506
06551,D,D02,201508
06561,D,D01,201502
06568,D,D01,201509
06568,D,D02,201501
06568,D,D02,201505
06568,D,D02,201507
06568,D,D02,201508
06568,D,D02,201509
06568,D,D02,201511
06574,D,D02,201511
06584,D,D02,201505
06600,D,D01,201506
06607,D,D02,201501
06633,D,D02,201502
06633,D,D02,201503
06633,D,D02,201506
06633,D,D02,201508
06644,D,D02,201504
06644,D,D02,201507
06644,D,D02,201510
06644,D,D02,201512
06658,D,D02,201501
06658,D,D02,201511
06663,D,D02,201501
06680,D,D02,201504
06680,D,D02,201509
06682,D,D02,201508
06682,D,D02,201510
06721,D,D02,201502
06721,D,D02,201506
06721,D,D02,201508
06721,D,D02,201510
06721,D,D02,201512
06731,D,D02,201505
06759,D,D02,201512
06790,D,D02,201501
06790,D,D02,201504
06790,D,D02,201509
06802,D,D02,201502
06802,D,D02,201509
06810,D,D02,201511
06814,D,D02,201512
06836,D,D02,201501
06836,D,D02,201502
06836,D,D02,201508
06836,D,D02,201510
06836,D,D02,201512
06841,D,D02,201502
06898,D,D02,201509
06907,D,D01,201501
06907,D,D01,201511
06907,D,D02,201506
06907,D,D02,201509
06918,D,D02,201502
06920,D,D02,201512
06924,D,D02,201501
06954,D,D01,201508
06954,D,D01,201509
06954,D,D01,201511
06954,D,D02,201512
06993,D,D01,201505
06993,D,D02,201506
07004,D,D02,201501
07004,D,D02,201502
07004,D,D02,201503
07004,D,D02,201504
07004,D,D02,201505
07004,D,D02,201506
07004,D,D02,201507
07004,D,D02,201508
07004,D,D02,201509
07004,D,D02,201510
07004,D,D02,201511
07004,D,D02,201512
07008,D,D02,201506
07038,D,D02,201504
07048,D,D02,201503
07048,D,D02,201505
07050,D,D02,201507
07051,D,D02,201503
07051,D,D02,201505
07051,D,D02,201509
07057,D,D02,201512
07068,D,D02,201502
07086,D,D02,201506
07086,D,D02,201508
07111,D,D02,201507
07117,D,D02,201503
07118,D,D02,201501
07118,D,D02,201503
07118,D,D02,201507
07127,D,D02,201501
07170,D,D02,201510
07171,D,D01,201501
07208,D,D01,201502
07208,D,D01,201503
07208,D,D01,201504
07208,D,D01,201505
07208,D,D01,201506
07208,D,D02,201501
07208,D,D02,201505
07208,D,D02,201506
07212,D,D01,201509
07212,D,D02,201507
07212,D,D02,201512
07213,D,D02,201501
07239,D,D02,201502
07241,D,D02,201507
07241,D,D02,201509
07255,D,D02,201504
07255,D,D02,201511
07259,D,D02,201501
07294,D,D01,201501
07305,D,D02,201501
07305,D,D02,201503
07305,D,D02,201504
07305,D,D02,201505
07305,D,D02,201506
07305,D,D02,201507
07313,D,D02,201510
07313,D,D02,201511
07313,D,D02,201512
07387,D,D02,201506
07387,D,D02,201508
07387,D,D02,201512
07413,D,D02,201512
07442,D,D01,201506
07448,D,D02,201508
07465,D,D02,201504
07488,D,D02,201502
07488,D,D02,201509
07488,D,D02,201510
07488,D,D02,201512
07498,D,D01,201503
07509,D,D01,201512
07510,D,D01,201511
07510,D,D01,201512
07522,D,D02,201505
07543,D,D02,201503
07564,D,D02,201511
07576,D,D02,201503
07576,D,D02,201504
07576,D,D02,201505
07576,D,D02,201507
07576,D,D02,201508
07576,D,D02,201509
07576,D,D02,201510
07584,D,D02,201512
07605,D,D01,201502
07605,D,D01,201505
07605,D,D01,201506
07605,D,D02,201502
07605,D,D02,201503
07605,D,D02,201504
07605,D,D02,201506
07605,D,D02,201507
07607,D,D02,201502
07607,D,D02,201503
07607,D,D02,201504
07607,D,D02,201507
07607,D,D02,201508
07607,D,D02,201509
07607,D,D02,201510
07607,D,D02,201511
07607,D,D02,201512
07611,D,D02,201504
07616,D,D01,201512
07616,D,D02,201510
07616,D,D02,201511
07616,D,D02,201512
07618,D,D02,201508
07632,D,D02,201504
07655,D,D01,201501
07655,D,D01,201502
07655,D,D01,201507
07655,D,D01,201510
07655,D,D01,201512
07655,D,D02,201501
07655,D,D02,201502
07655,D,D02,201503
07655,D,D02,201504
07655,D,D02,201505
07655,D,D02,201507
07655,D,D02,201508
07655,D,D02,201509
07655,D,D02,201510
07655,D,D02,201511
07655,D,D02,201512
07656,D,D02,201505
07656,D,D02,201508
07656,D,D02,201511
07684,D,D01,201509
07746,D,D02,201509
07751,D,D02,201508
07787,D,D02,201505
07789,D,D02,201502
07806,D,D02,201509
07806,D,D02,201511
07815,D,D02,201510
07815,D,D02,201511
07820,D,D02,201503
07824,D,D02,201501
07824,D,D02,201512
07825,D,D02,201510
07829,D,D02,201509
07851,D,D01,201502
07855,D,D01,201510
07855,D,D02,201501
07855,D,D02,201509
07875,D,D01,201504
07875,D,D01,201505
07875,D,D01,201509
07875,D,D02,201504
07875,D,D02,201506
07875,D,D02,201509
07875,D,D02,201510
07875,D,D02,201512
07876,D,D02,201501
07876,D,D02,201507
07878,D,D02,201505
07878,D,D02,201508
07894,D,D02,201501
07898,D,D02,201506
07900,D,D02,201501
07900,D,D02,201503
07900,D,D02,201504
07900,D,D02,201505
