cusID,sex,age,area
00306,M,60세이상,100
00307,M,60세이상,460
00308,F,60세이상,045
00309,F,60세이상,460
00310,F,60세이상,055
00311,F,60세이상,210
00312,F,60세이상,100
00313,M,60세이상,024
00314,F,60세이상,060
00315,M,60세이상,100
00316,F,60세이상,055
00317,F,60세이상,055
00318,F,60세이상,079
00319,F,60세이상,500
00320,F,60세이상,100
00321,F,60세이상,055
00322,M,60세이상,055
00323,F,60세이상,100
00324,F,60세이상,100
00325,F,60세이상,055
00326,M,60세이상,440
00327,F,60세이상,460
00328,F,60세이상,027
00329,F,60세이상,055
00330,M,60세이상,055
00331,F,60세이상,055
00332,F,60세이상,052
00333,F,60세이상,055
00334,F,60세이상,060
00335,F,60세이상,055
00336,F,60세이상,440
00337,M,60세이상,210
00338,F,60세이상,100
00339,F,60세이상,055
00340,F,60세이상,100
00341,F,60세이상,460
00342,F,60세이상,049
00343,F,60세이상,013
00344,F,60세이상,460
00345,F,60세이상,100
00346,F,60세이상,016
00347,F,60세이상,460
00348,M,60세이상,055
00349,F,60세이상,016
00350,F,60세이상,055
00351,F,60세이상,100
00352,F,60세이상,024
00353,F,60세이상,340
00354,F,60세이상,055
00355,F,60세이상,210
00356,F,60세이상,055
00357,F,60세이상,100
00358,F,60세이상,100
00359,F,60세이상,055
00360,M,60세이상,055
00361,F,60세이상,210
00362,F,60세이상,055
00363,F,60세이상,100
00364,F,60세이상,055
00365,M,60세이상,055
00366,M,60세이상,270
00367,F,60세이상,055
00368,F,60세이상,055
00369,M,60세이상,340
00370,F,60세이상,055
00371,F,60세이상,100
00372,F,60세이상,100
00373,F,60세이상,055
00374,F,60세이상,460
00375,F,60세이상,047
00376,F,60세이상,024
00377,F,60세이상,460
00378,F,60세이상,016
00379,F,60세이상,016
00380,F,60세이상,340
00381,F,60세이상,060
00382,M,60세이상,055
00383,M,60세이상,065
00384,F,60세이상,100
00385,F,60세이상,016
00386,F,60세이상,055
00387,F,60세이상,055
00388,F,60세이상,055
00389,M,60세이상,100
00390,F,60세이상,016
00391,F,60세이상,055
00392,F,60세이상,055
00393,F,60세이상,610
00394,F,60세이상,016
00395,F,60세이상,055
00396,F,60세이상,055
00397,M,60세이상,055
00398,F,60세이상,410
00399,F,60세이상,065
00400,F,60세이상,100
00401,M,60세이상,360
00402,F,60세이상,060
00403,M,60세이상,049
00404,F,60세이상,100
00405,F,60세이상,100
00406,M,60세이상,210
00407,M,60세이상,410
00408,M,60세이상,043
00409,F,60세이상,100
00410,F,60세이상,100
00411,F,60세이상,016
00412,F,60세이상,075
00413,F,60세이상,460
00414,F,60세이상,210
00415,F,60세이상,410
00416,M,60세이상,055
00417,F,60세이상,100
00418,F,60세이상,039
00419,F,60세이상,460
00420,F,60세이상,540
00421,F,60세이상,055
00422,F,60세이상,100
00423,F,60세이상,087
00424,M,60세이상,016
00425,F,60세이상,033
00426,F,60세이상,210
00427,F,60세이상,100
00428,F,60세이상,100
00429,F,60세이상,060
00430,F,60세이상,100
00431,F,60세이상,016
00432,F,60세이상,024
00433,M,60세이상,460
00434,F,60세이상,060
00435,F,60세이상,010
00436,M,60세이상,069
00437,F,60세이상,065
00438,F,60세이상,055
00439,F,60세이상,033
00440,F,60세이상,460
00441,F,60세이상,460
00442,F,60세이상,049
00443,F,60세이상,100
00444,M,60세이상,100
00445,F,60세이상,100
00446,F,60세이상,055
00447,M,60세이상,055
00448,F,60세이상,060
00449,F,60세이상,055
00450,F,60세이상,055
00451,M,60세이상,460
00452,F,60세이상,060
00453,M,60세이상,049
00454,F,60세이상,055
00455,F,60세이상,036
00456,F,60세이상,055
00457,F,60세이상,016
00458,F,60세이상,055
00459,F,60세이상,100
00460,M,60세이상,210
00461,F,60세이상,460
00462,F,60세이상,100
00463,F,60세이상,460
00464,F,60세이상,410
00465,M,60세이상,055
00466,F,60세이상,460
00467,F,60세이상,055
00468,F,60세이상,210
00469,F,60세이상,100
00470,F,60세이상,100
00471,F,60세이상,055
00472,M,60세이상,055
00473,F,60세이상,210
00474,F,60세이상,010
00475,F,60세이상,460
00476,F,60세이상,410
00477,M,60세이상,100
00478,F,60세이상,460
00479,F,60세이상,055
00480,F,60세이상,540
00481,F,60세이상,100
00482,F,60세이상,210
00483,F,60세이상,100
00484,F,60세이상,072
00485,F,60세이상,440
00486,F,60세이상,460
00487,F,60세이상,055
00488,F,60세이상,030
00489,F,60세이상,100
00490,F,60세이상,100
00491,F,60세이상,060
00492,F,60세이상,100
00493,F,60세이상,270
00494,M,60세이상,100
00495,F,60세이상,072
00496,F,60세이상,043
00497,F,60세이상,270
00498,F,60세이상,055
00499,F,60세이상,100
00500,F,60세이상,100
00501,F,60세이상,460
00502,F,60세이상,060
00503,F,60세이상,055
00504,F,60세이상,049
00505,F,60세이상,055
00506,F,60세이상,100
00507,M,60세이상,100
00508,M,60세이상,460
00509,F,60세이상,100
00510,F,60세이상,610
00511,F,60세이상,100
00512,F,60세이상,055
00513,F,60세이상,460
00514,F,60세이상,047
00515,F,60세이상,500
00516,F,60세이상,NA
00517,M,60세이상,100
00518,F,60세이상,047
00519,F,60세이상,500
00520,M,60세이상,460
00521,F,60세이상,055
00522,F,60세이상,055
00523,F,60세이상,610
00524,F,60세이상,055
00525,F,60세이상,460
00526,F,60세이상,055
00527,F,60세이상,016
00528,F,60세이상,055
00529,F,60세이상,460
00530,M,60세이상,049
00531,M,60세이상,055
00532,F,60세이상,055
00533,M,60세이상,100
00534,F,60세이상,100
00535,F,60세이상,460
00536,F,60세이상,027
00537,F,60세이상,100
00538,F,60세이상,100
00539,F,60세이상,460
00540,F,60세이상,100
00541,F,60세이상,055
00542,F,60세이상,100
00543,M,60세이상,055
00544,F,60세이상,016
00545,F,60세이상,100
00546,F,60세이상,043
00547,M,60세이상,065
00548,F,60세이상,024
00549,F,60세이상,460
00550,M,60세이상,460
00551,F,60세이상,049
00552,F,60세이상,082
00553,M,60세이상,100
00554,F,60세이상,055
00555,F,60세이상,055
00556,F,60세이상,049
00557,F,60세이상,310
00558,F,60세이상,100
00559,M,60세이상,060
00560,F,60세이상,072
00561,F,60세이상,210
00562,F,60세이상,100
00563,F,60세이상,460
00564,F,60세이상,100
00565,F,60세이상,540
00566,F,60세이상,055
00567,F,60세이상,055
00568,F,60세이상,610
00569,M,60세이상,100
00570,M,60세이상,100
00571,F,60세이상,055
00572,F,60세이상,055
00573,F,60세이상,013
00574,F,60세이상,016
00575,F,60세이상,100
00576,F,60세이상,100
00577,F,60세이상,060
00578,F,60세이상,055
00579,M,60세이상,210
00580,F,60세이상,024
00581,F,60세이상,100
00582,F,60세이상,460
00583,F,60세이상,049
00584,F,60세이상,016
00585,F,60세이상,055
00586,F,60세이상,069
00587,F,60세이상,045
00588,F,60세이상,060
00589,F,60세이상,360
00590,F,60세이상,460
00591,F,60세이상,100
00592,M,60세이상,410
00593,F,60세이상,460
00594,F,60세이상,210
00595,F,60세이상,075
00596,F,60세이상,069
00597,F,60세이상,340
00598,F,60세이상,016
00599,F,60세이상,100
00600,M,60세이상,100
00601,F,60세이상,055
00602,M,60세이상,055
00603,F,60세이상,065
00604,F,60세이상,016
00605,F,60세이상,610
00606,F,60세이상,610
00607,F,60세이상,016
00608,F,60세이상,055
00609,F,60세이상,610
00610,F,60세이상,410
00611,M,60세이상,340
00612,F,60세이상,036
00613,F,60세이상,610
00614,F,60세이상,060
00615,F,60세이상,016
00616,F,60세이상,100
00617,F,60세이상,055
00618,F,60세이상,060
00619,F,60세이상,460
00620,F,60세이상,016
00621,F,60세이상,100
00622,F,60세이상,060
00623,F,60세이상,055
00624,F,60세이상,049
00625,F,60세이상,016
00626,F,60세이상,210
00627,F,60세이상,100
00628,F,60세이상,024
00629,F,60세이상,100
00630,F,60세이상,055
00631,F,60세이상,082
00632,F,60세이상,460
00633,M,55세~59세,047
00634,F,60세이상,100
00635,F,60세이상,100
00636,F,60세이상,087
00637,F,60세이상,024
00638,F,60세이상,045
00639,F,60세이상,060
00640,F,60세이상,013
00641,M,60세이상,460
00642,F,60세이상,060
00643,F,60세이상,060
00644,F,60세이상,060
00645,F,60세이상,055
00646,F,60세이상,049
00647,F,60세이상,060
00648,F,60세이상,055
00649,F,60세이상,013
00650,M,60세이상,100
00651,F,60세이상,027
00652,F,60세이상,540
00653,F,60세이상,500
00654,F,60세이상,030
00655,F,60세이상,049
00656,F,60세이상,410
00657,F,60세이상,100
00658,M,60세이상,016
00659,F,60세이상,043
00660,F,60세이상,340
00661,F,60세이상,016
00662,M,60세이상,100
00663,M,60세이상,100
00664,F,60세이상,100
00665,F,60세이상,049
00666,F,60세이상,410
00667,F,60세이상,100
00668,F,60세이상,100
00669,M,60세이상,460
00670,F,60세이상,100
00671,F,60세이상,460
00672,F,60세이상,460
00673,F,60세이상,100
00674,F,60세이상,013
00675,M,60세이상,055
00676,F,60세이상,100
00677,M,60세이상,055
00678,M,60세이상,100
00679,F,60세이상,060
00680,F,60세이상,052
00681,M,60세이상,100
00682,F,60세이상,100
00683,M,60세이상,055
00684,F,60세이상,087
00685,F,60세이상,036
00686,F,60세이상,100
00687,F,60세이상,065
00688,F,60세이상,055
00689,F,60세이상,410
00690,F,60세이상,013
00691,F,60세이상,460
00692,F,60세이상,049
00693,F,60세이상,055
00694,F,60세이상,460
00695,M,60세이상,610
00696,F,60세이상,100
00697,M,60세이상,049
00698,F,60세이상,100
00699,F,60세이상,540
00700,F,60세이상,060
00701,M,60세이상,060
00702,F,60세이상,013
00703,F,60세이상,016
00704,F,60세이상,100
00705,F,60세이상,100
00706,F,60세이상,055
00707,F,60세이상,047
00708,F,60세이상,210
00709,F,60세이상,016
00710,F,60세이상,072
00711,F,60세이상,460
00712,F,60세이상,100
00713,F,60세이상,210
00714,F,60세이상,100
00715,F,60세이상,010
00716,F,60세이상,100
00717,F,60세이상,043
00718,F,60세이상,100
00719,F,60세이상,049
00720,F,60세이상,210
00721,F,60세이상,100
00722,F,60세이상,100
00723,F,60세이상,210
00724,F,60세이상,055
00725,F,60세이상,055
00726,F,60세이상,055
00727,F,60세이상,055
00728,F,60세이상,010
00729,F,60세이상,016
00730,F,60세이상,055
00731,M,60세이상,100
00732,F,60세이상,100
00733,F,60세이상,055
00734,F,60세이상,055
00735,F,60세이상,013
00736,F,60세이상,460
00737,F,60세이상,055
00738,F,60세이상,055
00739,F,60세이상,100
00740,F,60세이상,210
00741,F,60세이상,210
00742,F,60세이상,039
00743,M,60세이상,410
00744,F,60세이상,055
00745,F,60세이상,610
00746,F,60세이상,016
00747,F,60세이상,100
00748,M,60세이상,033
00749,F,60세이상,100
00750,F,60세이상,210
00751,M,60세이상,100
00752,M,60세이상,440
00753,F,60세이상,060
00754,F,60세이상,055
00755,F,60세이상,100
00756,F,60세이상,024
00757,F,60세이상,013
00758,F,60세이상,100
00759,F,60세이상,100
00760,F,60세이상,100
00761,F,60세이상,060
00762,F,60세이상,024
00763,F,60세이상,016
00764,F,60세이상,610
00765,F,60세이상,410
00766,F,60세이상,010
00767,F,60세이상,082
00768,F,60세이상,016
00769,F,60세이상,055
00770,F,60세이상,027
00771,F,60세이상,540
00772,M,60세이상,460
00773,F,60세이상,016
00774,F,60세이상,500
00775,F,60세이상,033
00776,F,60세이상,100
00777,M,60세이상,024
00778,M,60세이상,460
00779,F,60세이상,100
00780,F,60세이상,460
00781,F,60세이상,016
00782,M,60세이상,610
00783,F,60세이상,500
00784,F,60세이상,055
00785,F,60세이상,100
00786,F,60세이상,460
00787,F,60세이상,460
00788,F,60세이상,055
00789,M,60세이상,060
00790,F,60세이상,210
00791,F,60세이상,460
00792,F,60세이상,100
00793,F,60세이상,100
00794,F,60세이상,082
00795,F,55세~59세,100
00796,F,55세~59세,210
00797,M,55세~59세,100
00798,F,55세~59세,060
00799,F,55세~59세,036
00800,F,55세~59세,100
00801,F,55세~59세,087
00802,F,55세~59세,055
00803,M,55세~59세,027
00804,M,55세~59세,100
00805,F,55세~59세,340
00806,F,55세~59세,460
00807,M,55세~59세,016
00808,F,55세~59세,047
00809,F,55세~59세,055
00810,F,55세~59세,610
00811,F,55세~59세,016
00812,F,55세~59세,016
00813,F,55세~59세,500
00814,F,55세~59세,440
00815,F,55세~59세,047
00816,F,55세~59세,100
00817,M,55세~59세,069
00818,F,55세~59세,210
00819,F,55세~59세,210
00820,F,55세~59세,100
00821,F,55세~59세,060
00822,F,55세~59세,055
00823,F,55세~59세,016
00824,F,55세~59세,016
00825,F,55세~59세,500
00826,F,55세~59세,100
00827,F,55세~59세,460
00828,F,55세~59세,410
00829,F,55세~59세,460
00830,F,55세~59세,210
00831,F,55세~59세,340
00832,F,55세~59세,100
00833,F,55세~59세,055
00834,F,55세~59세,055
00835,M,55세~59세,500
00836,F,55세~59세,100
00837,M,55세~59세,460
00838,F,55세~59세,010
00839,F,55세~59세,055
00840,F,55세~59세,055
00841,F,55세~59세,460
00842,F,55세~59세,500
00843,F,55세~59세,210
00844,F,55세~59세,100
00845,M,55세~59세,210
00846,F,55세~59세,055
00847,F,55세~59세,020
00848,F,55세~59세,460
00849,F,55세~59세,270
00850,F,55세~59세,060
00851,F,55세~59세,016
00852,F,55세~59세,100
00853,F,55세~59세,100
00854,M,55세~59세,610
00855,F,55세~59세,460
00856,F,55세~59세,100
00857,F,55세~59세,016
00858,F,55세~59세,460
00859,M,55세~59세,055
00860,F,55세~59세,047
00861,F,55세~59세,460
00862,F,55세~59세,049
00863,F,55세~59세,060
00864,F,55세~59세,460
00865,F,55세~59세,210
00866,F,55세~59세,030
00867,F,55세~59세,013
00868,F,55세~59세,072
00869,M,55세~59세,340
00870,F,55세~59세,360
00871,F,55세~59세,049
00872,F,55세~59세,210
00873,F,55세~59세,460
00874,F,55세~59세,460
00875,F,55세~59세,055
00876,F,55세~59세,460
00877,F,55세~59세,210
00878,F,55세~59세,100
00879,F,55세~59세,055
00880,F,55세~59세,460
00881,F,55세~59세,570
00882,F,55세~59세,100
00883,F,55세~59세,055
00884,F,55세~59세,410
00885,F,55세~59세,210
00886,F,55세~59세,210
00887,F,55세~59세,055
00888,F,55세~59세,036
00889,F,55세~59세,055
00890,F,55세~59세,460
00891,M,55세~59세,030
00892,M,55세~59세,047
00893,F,55세~59세,016
00894,F,55세~59세,460
00895,F,55세~59세,210
00896,F,55세~59세,100
00897,F,55세~59세,072
00898,M,55세~59세,460
00899,F,55세~59세,100
00900,F,55세~59세,210
00901,M,55세~59세,100
00902,F,55세~59세,100
00903,F,55세~59세,460
00904,M,55세~59세,100
00905,F,55세~59세,460
00906,F,55세~59세,100
00907,M,55세~59세,100
00908,F,55세~59세,020
00909,F,55세~59세,500
00910,F,55세~59세,100
00911,F,55세~59세,100
00912,F,55세~59세,540
00913,M,55세~59세,100
00914,F,55세~59세,039
00915,M,55세~59세,055
00916,F,55세~59세,055
00917,F,55세~59세,540
00918,F,55세~59세,060
00919,F,55세~59세,100
00920,F,55세~59세,016
00921,F,55세~59세,100
00922,F,55세~59세,049
00923,F,55세~59세,460
00924,F,55세~59세,100
00925,F,55세~59세,087
00926,F,55세~59세,440
00927,F,55세~59세,210
00928,F,55세~59세,055
00929,M,55세~59세,016
00930,F,55세~59세,270
00931,F,55세~59세,039
00932,F,55세~59세,060
00933,F,55세~59세,100
00934,F,55세~59세,460
00935,F,55세~59세,610
00936,F,55세~59세,210
00937,F,55세~59세,060
00938,F,55세~59세,210
00939,F,55세~59세,100
00940,F,55세~59세,NA
00941,F,55세~59세,055
00942,M,55세~59세,610
00943,F,55세~59세,055
00944,F,55세~59세,460
00945,F,55세~59세,016
00946,F,55세~59세,060
00947,F,55세~59세,016
00948,F,55세~59세,030
00949,F,55세~59세,100
00950,F,55세~59세,055
00951,F,55세~59세,100
00952,M,55세~59세,NA
00953,F,55세~59세,060
00954,M,55세~59세,100
00955,F,55세~59세,055
00956,F,55세~59세,016
00957,F,55세~59세,460
00958,F,55세~59세,027
00959,F,55세~59세,100
00960,F,55세~59세,210
00961,F,55세~59세,100
00962,F,55세~59세,100
00963,M,55세~59세,460
00964,M,55세~59세,360
00965,F,55세~59세,047
00966,F,55세~59세,460
00967,F,55세~59세,100
00968,F,55세~59세,100
00969,F,55세~59세,055
00970,M,55세~59세,100
00971,F,55세~59세,055
00972,F,55세~59세,460
00973,F,55세~59세,016
00974,F,55세~59세,072
00975,M,55세~59세,360
00976,F,55세~59세,410
00977,M,55세~59세,500
00978,M,55세~59세,055
00979,F,55세~59세,100
00980,F,55세~59세,039
00981,F,55세~59세,100
00982,F,55세~59세,100
00983,M,55세~59세,049
00984,F,55세~59세,100
00985,M,55세~59세,027
00986,F,55세~59세,210
00987,M,55세~59세,610
00988,M,55세~59세,033
00989,F,55세~59세,100
00990,M,55세~59세,100
00991,F,55세~59세,024
00992,F,55세~59세,055
00993,M,55세~59세,100
00994,F,55세~59세,027
00995,F,55세~59세,055
00996,F,55세~59세,460
00997,F,55세~59세,500
00998,F,55세~59세,100
00999,F,55세~59세,055
01000,M,55세~59세,024
01001,F,55세~59세,100
01002,F,55세~59세,460
01003,F,55세~59세,360
01004,F,55세~59세,030
01005,F,55세~59세,055
01006,F,55세~59세,055
01007,F,55세~59세,610
01008,F,55세~59세,027
01009,F,55세~59세,100
01010,F,55세~59세,100
01011,M,55세~59세,100
01012,F,55세~59세,210
01013,F,55세~59세,460
01014,F,55세~59세,013
01015,F,55세~59세,039
01016,F,55세~59세,060
01017,F,55세~59세,016
01018,F,55세~59세,460
01019,F,55세~59세,540
01020,M,55세~59세,460
01021,F,55세~59세,460
01022,F,55세~59세,100
01023,M,55세~59세,060
01024,F,55세~59세,100
01025,F,55세~59세,460
01026,F,55세~59세,440
01027,F,55세~59세,055
01028,M,55세~59세,100
01029,F,55세~59세,055
01030,F,55세~59세,100
01031,F,55세~59세,610
01032,M,55세~59세,500
01033,F,55세~59세,010
01034,F,55세~59세,100
01035,M,55세~59세,310
01036,F,55세~59세,460
01037,M,55세~59세,033
01038,F,55세~59세,016
01039,F,55세~59세,075
01040,F,55세~59세,500
01041,F,55세~59세,100
01042,F,55세~59세,460
01043,F,55세~59세,016
01044,M,55세~59세,060
01045,M,55세~59세,100
01046,F,55세~59세,016
01047,F,55세~59세,060
01048,F,55세~59세,500
01049,F,55세~59세,100
01050,M,55세~59세,049
01051,F,55세~59세,075
01052,F,55세~59세,045
01053,M,55세~59세,013
01054,F,55세~59세,055
01055,F,55세~59세,055
01056,M,55세~59세,055
01057,F,55세~59세,460
01058,F,55세~59세,500
01059,F,55세~59세,024
01060,M,55세~59세,055
01061,M,55세~59세,100
01062,F,55세~59세,013
01063,F,55세~59세,060
01064,F,55세~59세,460
01065,F,55세~59세,100
01066,F,55세~59세,100
01067,F,55세~59세,024
01068,F,55세~59세,100
01069,F,55세~59세,610
01070,F,55세~59세,100
01071,F,55세~59세,016
01072,M,55세~59세,060
01073,F,55세~59세,060
01074,F,55세~59세,016
01075,F,55세~59세,100
01076,F,55세~59세,100
01077,F,55세~59세,100
01078,F,55세~59세,055
01079,F,55세~59세,100
01080,F,55세~59세,500
01081,F,55세~59세,270
01082,F,55세~59세,500
01083,M,55세~59세,100
01084,F,55세~59세,NA
01085,F,55세~59세,055
01086,F,55세~59세,055
01087,F,55세~59세,100
01088,F,55세~59세,100
01089,F,55세~59세,100
01090,F,55세~59세,210
01091,F,55세~59세,060
01092,F,55세~59세,100
01093,F,55세~59세,033
01094,F,55세~59세,460
01095,F,55세~59세,100
01096,F,55세~59세,100
01097,M,55세~59세,055
01098,F,55세~59세,055
01099,F,55세~59세,052
01100,F,55세~59세,100
01101,F,55세~59세,055
01102,M,55세~59세,100
01103,F,55세~59세,460
01104,F,55세~59세,100
01105,M,55세~59세,024
01106,F,55세~59세,010
01107,F,55세~59세,100
01108,M,55세~59세,NA
01109,M,55세~59세,610
01110,M,55세~59세,100
01111,M,55세~59세,100
01112,F,55세~59세,460
01113,F,55세~59세,027
01114,F,55세~59세,500
01115,F,55세~59세,100
01116,M,55세~59세,240
01117,M,55세~59세,087
01118,M,55세~59세,100
01119,F,55세~59세,016
01120,F,55세~59세,100
01121,M,55세~59세,087
01122,M,55세~59세,016
01123,F,55세~59세,082
01124,M,55세~59세,055
01125,F,55세~59세,055
01126,M,55세~59세,610
01127,F,55세~59세,055
01128,F,55세~59세,460
01129,F,55세~59세,570
01130,F,55세~59세,100
01131,F,55세~59세,460
01132,F,55세~59세,060
01133,F,55세~59세,060
01134,F,55세~59세,460
01135,F,55세~59세,087
